Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Actual
0.0008087281605249103,1.4666666911111115e-06,4.573372908253567e-06,6.866717022591499e-06,4.651162790697674e-06,1.4352542464676282e-07,0.0012087026591458502,0.012903225806451613,0.005049776544922177,0.0,0.0023553507424475166,0.015883977900552487,0.007930350831824843,0.0,0.0004170141710821309,0.005681818359374999,4.888888994852702e-07,7.275388668138371e-07,1.0416666666666667e-06,2.5e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,4e-07,4e-07,0.0,4e-07,4e-07,0.0,0.0,0.0,0.0,8.611580681468826e-06,6.866702877079839e-06,0.00378787890625,0.005681818359374999,0.020718232044198894,0.0018533440773569703,0.010907534817813558,0.0018521652007634963,3.4285715648106167e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.01168664407989594,0.005049776544922177,0.007930350831824843,8.611580681468826e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.573372908253567e-06,4.661882228734009e-06,6.866717022591499e-06,1.4352542464676282e-07,0.0,0.0,4.819253883113816e-06,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.006759746700236515,0.04412527573542126,2.286686454126783e-05,1.3733434045182998e-05,4.736434108527132e-05,2.5584967002249023e-07,0.02082997582594682,0.0,0.017141186366671803,0.028671996663930693,0.007782898105478751,0.0,0.0070683561761917075,0.009036864245747874,7.067290289846233e-08,4.721405804157257e-07,0.004902808333333334,0.018826921045906178,0.04036368333333334,2.5e-08,0.044125275,0.008825055208333333,0.025790505146583105,0.04134225833333333,2.5e-08,0.0031144750000000002,0.0010381583333333333,0.0013073983705385827,0.0017576500000000001,1.9083333333333334e-06,0.0,0.0,0.0,0.0,2.8418216248847125e-05,1.579341661728363e-05,3.777124881744385e-07,3.7771245837211606e-07,0.0,0.02082997582594682,0.021112235172347345,0.03270761619676377,0.0010691817801339286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01990582233388869,0.017141186366671803,0.0070683561761917075,2.8418216248847125e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.286686454126783e-05,4.747350069594132e-05,1.3733434045182998e-05,2.5584967002249023e-07,0.1250019073777371,0.014435034714274816,2.409626941556908e-05,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0008087281605249103,0.0007074583451243058,0.0,3.4333585112957496e-06,4.34108527131783e-06,1.1232424537572743e-07,0.0022562449637389204,0.024086021505376344,0.009426249550521395,0.0,0.003686635944700461,0.024861878453038673,0.012412723041117145,0.0,7.280274391371892e-07,5.889628410339355e-06,0.0007074583333333334,0.0,0.0007074583333333334,0.0007074583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88926454517506e-06,5.493362301663871e-06,3.926418940226237e-06,5.889628410339355e-06,0.03867403314917127,0.0029008863819500403,0.018378995244838717,0.0019523534375032894,3.8095239230564664e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.023630137480229154,0.009426249550521395,0.012412723041117145,6.88926454517506e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.351090080151741e-06,3.4333585112957496e-06,1.1232424537572743e-07,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012207217517357137,8.35000013916667e-06,2.286686454126783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014970059814453124,1.66999994913737e-06,5.231572184640582e-06,8.283333333333334e-06,0.0,8.35e-06,1.66999994913737e-06,5.243774806382329e-06,8.283333333333334e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133558727105036e-05,0.0,0.001996007975260417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133558727105036e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.286686454126783e-05,0.0,0.0,0.0,0.0038300144960708017,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008087281605249103,0.0005213416753556946,0.0,3.4333585112957496e-06,5.116279069767442e-06,3.213721464916646e-07,0.0026591458501208703,0.02838709677419355,0.011109508398828788,0.0,0.010547875064004095,0.07113259668508287,0.03551417981208516,0.0,2.099351141138473e-06,7.992199420928954e-06,0.0005213416666666667,0.0,0.0005213416666666667,0.0005213416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88926454517506e-06,3.4333514385399194e-06,5.32813294728597e-06,7.992199420928954e-06,0.045580110497237564,0.008299758259468172,0.0337614151158938,0.017083093485162987,0.0002916666739327567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.04340753515389921,0.011109508398828788,0.03551417981208516,6.88926454517506e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12807045160741e-06,3.4333585112957496e-06,3.213721464916646e-07,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012207217517357137,0.6398529689975495,3.201361035777497e-05,2.0600151067774497e-05,4.34108527131783e-06,1.809824403616408e-05,0.0008058017727639,0.0,0.0011782811938151744,0.0007938779595546137,0.29902713773681516,0.0,0.3333333333333333,0.26721949506943593,7.330697061954633e-08,4.5583389699459076e-08,0.049219458333333334,0.22877287268822655,0.5866666666666667,2.75e-07,0.6391666666666667,0.09166666666666667,0.31086394551261864,0.5866666666666667,1.575e-06,0.000527725,0.00010554500325520834,0.00026237646690547667,0.00042698333333333335,3.916666666666667e-07,0.0,0.0,0.0,0.0,3.702979693031595e-05,2.2660119494363467e-05,3.473020096619924e-08,3.9071477949619294e-08,0.0,0.23529411764705882,0.23299372145763786,0.3451537374313195,0.11906359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2139738258251833,0.0011782811938151744,0.3333333333333333,3.702979693031595e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.201361035777497e-05,4.351090080151741e-06,2.0600151067774497e-05,1.809824403616408e-05,0.003906309605554284,0.0034943160143434807,2.8915523298682897e-05,0.14492753623188406,6.327272727272727e-06,0.0,6.327272727272727e-06,6.327272727272727e-06,0.32,0.5890767230169051,0.5866666666666667,0.05295119166666667,1
0.0008087281605249103,0.0005871166764519445,4.573372908253567e-06,6.866717022591499e-06,6.046511627906977e-06,4.6489757113842744e-07,0.001571313456889605,0.016774193548387096,0.006564709508398829,0.0,0.007629288274449565,0.05145027624309392,0.025687440737867426,0.0,2.5769267333482323e-06,1.4193657875061034e-05,0.00019570555013020833,0.0004796145611793143,0.0005870666666666667,2.5e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,0.0,0.0,0.0,0.0,8.611580681468826e-06,6.866702877079839e-06,9.462438583374024e-06,1.4193657875061034e-05,0.026933701657458564,0.0060032232070910555,0.024871575602404196,0.012733635251355036,0.00016205357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.026648116995367118,0.006564709508398829,0.025687440737867426,8.611580681468826e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.573372908253567e-06,6.060446897354211e-06,6.866717022591499e-06,4.6489757113842744e-07,0.0,0.0,4.819253883113816e-06,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0008087281605249103,0.00025547500425791674,0.0,3.4333585112957496e-06,3.4108527131782946e-06,1.6848636806359113e-07,0.0017727639000805803,0.0189247311827957,0.007406338932552525,0.0,0.005529953917050691,0.03729281767955801,0.018619084561675717,0.0,2.3940532686802708e-06,1.630948829650879e-05,0.000255475,0.0,0.000255475,0.000255475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88926454517506e-06,5.493362301663871e-06,1.0872992197672527e-05,1.630948829650879e-05,0.03038674033149171,0.004351329572925061,0.01957762653745496,0.007809413750013158,6.095238276890346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.025171233402852794,0.007406338932552525,0.018619084561675717,6.88926454517506e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4187136344049394e-06,3.4333585112957496e-06,1.6848636806359113e-07,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0008087281605249103,1.6583333609722227e-06,4.573372908253567e-06,6.866717022591499e-06,4.806201550387597e-06,3.9625497674214953e-07,0.0012489927477840452,0.013333333333333332,0.005218102429752915,0.0,0.006502816180235535,0.043853591160220994,0.02189466425308163,0.0,0.0007667502177344212,0.00502512548828125,5.527777989705404e-07,1.2833883709189518e-06,1.6e-06,2.5e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,3.3333333333333334e-08,0.0,0.0,0.0,0.0,8.611580681468826e-06,6.866702877079839e-06,0.0033500836588541668,0.00502512548828125,0.021408839779005526,0.005116841257050766,0.020796233551299562,0.011112990398350574,0.00012342857360839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.02228167854793347,0.005218102429752915,0.02189466425308163,8.611580681468826e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.573372908253567e-06,4.817278303025142e-06,6.866717022591499e-06,3.9625497674214953e-07,0.0,0.0,4.819253883113816e-06,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0008087281605249103,2.158333369305556e-06,4.573372908253567e-06,6.866717022591499e-06,6.821705426356589e-06,5.366602834618088e-07,0.0017727639000805803,0.0189247311827957,0.007406338932552525,0.0,0.008806963645673323,0.05939226519337017,0.029652616153779846,0.0,0.0008053855979987068,0.00386100390625,7.194444656372071e-07,1.7021295350630852e-06,2.108333333333333e-06,1.6666666666666667e-08,1.6666666666666667e-08,1.6666666666666667e-08,0.0,1.6666666666666667e-08,1.6666666666666667e-08,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,3.3333333333333334e-08,0.0,0.0,0.0,0.0,8.611580681468826e-06,6.866702877079839e-06,0.002574002604166667,0.00386100390625,0.03038674033149171,0.006929895245769541,0.028527396643938004,0.01481732160610797,0.00021942858014787947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.030565069132035536,0.007406338932552525,0.029652616153779846,8.611580681468826e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.573372908253567e-06,6.837427268809879e-06,6.866717022591499e-06,5.366602834618088e-07,0.0,0.0,4.819253883113816e-06,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
